Document_group,Document_name,N_coded_segments,N_memos,Author,Country,Sex,Marital_status,Employment_status,Employment_status_of_partner,Highest_obtained_diploma,N_children_in_household,How_many_children_.in_.family_you_grew_up,Who_of_your_parents_paid_job,Temporal_dimension,Sq1_Change,Sq2_Satisfaction,Sq3_Personal.control,Sq4_Strereotypes,Sq5_Outcome,Sq6_FairvsUnfair,Sq7_Gender,Key_actors_in_the_story,Age,text
AT_quotes,AT_Q_F_35_PRO,13,0,Barbara Helfferich,1,2,2,1,3,7,0,2,1,2000,4,1,2,5,3,2,5,"partner,employer,colleagues,works_council",35,"*| But when the issue was to return to Austria, to the company..  I wanted, of course, to be recognized for what I had achieved.  I wanted a leading position in the company and keep my excellent salary of course.  I specifically applied for one of the top positions, with all the energy I could muster, and then I noticed how suddenly there was resistance rising.  My colleagues between the ages of 50 and 60 called me and told me how arrogant it was of me, that I should apply  for jobs instead of having children; they told me that I overrated myself, completely, that I was just 34.  They felt they had to tell me that they found it cheeky of me"
AT_quotes,AT_Q_M_47_SOC,11,0,Barbara Helfferich,1,1,3,1,8,7,2,1,3,2000,3,1,2,4,2,2,5,"partner,peers,state,lawyer",47,"*| 5 | (R): Yes, he said that it depended mainly on the prevailing case law.  He said that there are the law and the prevailing case law. I am not a lawyer, but he explained that the prevailing case law is sometimes as important as the law if not more important.  That means if judges interpret the law that father have lesser rights, then it will be so.  We are of course talking about custody.  How much can father actually intervene in choosing the school? Custody is not so much about who has the children for how long.  In the German speaking countries, equality is not very well established. |"
AT_quotes,AT_Q_M_21_EDU,5,0,Barbara Helfferich,1,1,6,5,8,5,0,1,2,1990,5,4,6,1,6,6,3,"mother,grandmother,schools,church",21,"*| 1 | I don’t really know where I learned that.  I think school has something to do with it.  In school we undertook many projects, which had something to do with it. .  There was this day, they called it ‘girls’ day’ or ‘daughters’ day’, yes, and I think it was called ‘daughters’ day’.  On that day, the female students did not have to come to school, but had to accompany their mothers or fathers to work and spend the day there in order to observe the work.  That was something that did not exist for the boys.   But then our school also introduced ‘boys’ day’, which happened once a year.  Then they had the idea when we were in the upper school, though I only participated twice, to hold a man’s day and the girls had to stay in school"
AT_quotes,AT_Q_F_47_CFR,23,0,Barbara Helfferich,1,2,2,1,1,6,1,3,3,1970,4,3,4,5,5,3,5,"mother,friends,peers,media",47,"*| 1 | (R):“The first phase that I can remember, already as a child.. I was 11 or 12 years old.   I was talking with my mother about what I would like to do or to become.  I had many different ideas, e.g. veterinary medicine. But my mother asked me why I would chose such complicated studies followed by such a hard job in the field.  She said that one should not imagine to just treating guinea pigs, but there will be cows and horses and such. And she added that it would be really much more sensible to become primary school teacher.  You work four hours per day and the rest you can spend at home.  You have time and if you have family, it is the perfect profession for you.  I did not quite know what to say to that because what I heard did not suit me at all.  Cause I had always been a wild child who played with the boys.  To imagine to address a group of children as their primary school teacher was an absurd thought; far from any imagined reality.  And that was the first time that I was really astonished because my mother knew me, knew who I was; knew my character and my abilities.  I was astonished that she would propose such a job to me, which really did not match my abilities.  I realized then that as a woman we tend to assume the responsibilities for the family.  We organize it so that it can function.  And then it makes sense the way one chooses ones job.  It all fits.” |"
AT_quotes,AT_Q_F_47_PRO1,10,0,Barbara Helfferich,1,2,2,1,1,6,1,3,3,1980,5,2,1,5,4,3,5,"mother,employer,friends,peers,schools",47,"*| Yes,this story is relatively short and also concerns my work..The director general did not want that the new CEO was going to hire me.  He had some reservations and did show them to me openly.   In the beginning I was asked to significantly enlarge the network of traders and with it the profit.  On one occasion we talked about this network and I used this figure of speech, which is very typically Austrian – we Austrian do not speak as precisely as the Germans do – and so I said: i thought you meant such and such.  And then he replied: Miss B.,  don’t think, nothing will come of it.“  I was completely flabbergasted; I couldn’t deal with this kind of situation.  And when I thought about it why it affected me so much.. first of all, using the word"
AT_quotes,AT_Q_M_21_CFR,11,0,Barbara Helfferich,1,1,6,5,8,5,0,1,2,1990,5,4,6,1,6,6,3,"mother,grandmother,schools,church",21,"*| 2 | “What I really do not like is that only the woman takes parental leave, ‘cause man have also the right to take parental leave, but they simply don’t claim that right very often, because they earn more and somehow, money is needed.  I am of the opinion that when there is a newborn child, that the mother must stay at home, because the chiild must build a relationship with the mother and needs the mother’s milk.  I just find it more intelligent that way for the first year that the mother stays home.  But that should not mean that the woman must stay at home.  That I really oppose because I do not want to have a housewife at home; that’s awful.  I had this girl friend once who always waited for me with lunch when I came home, terrible"
DE_quotes,DE_Q_M_63_CFR1,12,0,Barbara Helfferich,6,1,3,1,8,7,3,3,1,1970,4,4,1,2,4,4,1,"friends,schools,siblings,cousins,",63,"*| 1 | “A second experience, which probably had a great influence on my later life, was when I noticed at the age of 16,17 that my father’s profession would not necessarily be mine in the future.  I was going to find something different.  The father was a very dominant person in the family, up to the point, that my two older sisters were also forced to work in the family business.  Unfortunately, they were not allowed to continue and finish high school, in particular the oldest one. She was more or less taken from school, (having only attained an intermediate degree), although she had all the brains, qualification and the will for it, to pass the baccalaureate and possibly to study.  I have to note here that she, at the age of 62, began university studies.  She made up for it what her father had forbidden her to do once she was at the pensionable age.  She has my greatest respect.  Unfortunately, her cancer did not allow her to come very far.” |"
DE_quotes,DE_Q_M_58_ID,9,0,Barbara Helfferich,6,1,2,2,1,7,1,2,3,2000,2,2,2,5,2,1,5,"partner,children,colleagues,friends,peers,schools",58,"*| 1 | “The diplomatic passport was proof of legitimacy.  But when I saw mine.. there were also many other signs, that my status had changed all of a sudden, ..well in that passport my profession was identified as that of the “husband of the political advisor”.  I thought that was pretty strong.  But then also I thought it was strange.  A few months after we had moved to B., I had started a new job in NRW, so getting there from B. was not the problem.. and with this new position I had a professional status that matched my qualifications.. Now being referred to as “the husband of the political advisor”, I felt demoted to being the unqualified partner of my wife."
DE_quotes,DE_Q_M_30_ID,9,0,Barbara Helfferich,6,1,5,3,3,3,0,0,1,"1970,1980,1990",3,3,2,1,3,3,3,"mother,father,partner,media,political_movement",30,"*| 1 | “Sometimes, indeed, there are stereotypical expectations that certain things should not be done because one is a man or a woman and they reflect back onto the people.  I, myself, believe people do things because of their character, not because of their sex. I do not care about the sex of a person.  I led a pretty promiscuous sexlife during my young and wild days when I was about 20-25.  I noticed then that people were much more forgiving to me than they were towards a woman.  I never shared that particular view, I really didn’t care one way or the other, people should live as they like and there I do not make a difference between the sexes.  There is this to see oneself as a man as being some guy, or if put negatively, as a tramp or whatever..whereas a woman would be referred to in insulting ways.. perhaps be called a slut or a whore.  But because I grew up predominantly in left, more liberal circles, all that was rather hidden.  Though it must be said that the political left, which I found incredibly misogynous, was so pretentious with its slogans of free love and open relationships; these slogans were abused in order satisfy the male wishes.  I met many women who really suffered from it and from the men who replied to them: ‘don’t make such a fuss!’  These are the same macho principles that act elsewhere in the world, perhaps even more hypocritical.” |"
DE_quotes,DE_Q_M_58_CFR,29,1,Barbara Helfferich,6,1,2,2,1,7,1,2,3,1990,3,2,2,4,2,2,5,"partner,children,friends,peers,creche",58,"*| theywere lower-middle class, perhaps alternative sourroundings and people weren’t petit bourgeois or traditionalists, nevertheless, that was apparently the way it should be for a number of families there, some of them weren’t even married, etc.and that wasn’t really important for the kids (Nb: being married or not), but it was important that the father leaves for work in the morning.  And that was what J. told us and he found it funny and said: “but a dad does not do that, you do not do that!” And that was evidently not the right basis to be invited  |"
DE_quotes,DE_Q_M_30_CFR,17,0,Barbara Helfferich,6,1,5,3,3,3,0,0,1,"2000,2010",4,3,4,3,3,3,3,"partner,friends,peers,media",30,"*| 6 | (R):  We also fight.  Because I don’t understand it.  I look at it as me being not very orderly and less interested to do this; and I am not expecting the woman to do it for me.  But my girlfriend believes it has something to do with gender roles, perhaps because out of interest and her personal experiences, perhaps from the point of view of a woman who has always been treated differently.  I do not share her opinion.  But then on the other hand, if the garage door does not function, it is me who is expected to do it.  That I find a bit strange and then having to talk about this role model thing.  I like closing the garage door.  But I am also of the opinion that society would function well when that wouldn’t be an issue anymore.  And there I think we think alike in terms of goals.  And that everybody does what suits him or her best.  And I do not mean by it that my girlfriend is more gifted to do the dishes or clean.  But when I have to lift a washing machine I prefer to do that with a strong man or a strong woman than with somebody who is weaker.   That's only logical.  I think we should apply logic not role models. But in the relationship, all this has become more and more of an issue.  But the goal remains the same.  I have been accused of being stuck in several male role models; but conversely, I would venture to say that she, while propagating her vision of liberation, is more bound by old role models than me perhaps.  But I would never dare say  that (laughs); that would lead to confrontation, which I do not want to have.  But I have great sympathies for the women’s movement and support any type of sexual liberation and regard this gender thing as completely overvalued and out of proportion, but above all unsolved, ‘cause the question really is whether there are really only two genders or perhaps there are more? |"
DE_quotes,DE_Q_F_61_PRO,12,0,Barbara Helfferich,6,2,2,2,6,4,2,4,3,1970,4,2,5,5,4,1,5,"mother,partner,colleagues,friends",61,"*| 1 | (R): “After I finished my studies, I started work at a producer of office furniture.  I was assigned to the planning unit and worked together with male colleagues.  We all had the same professional training.  I was a real newcomer, but then worked there for a total of five and a half years.  And then the following happened.  I heard, after more than five years, what a colleague of mine earned.  At that time I earned 1600 Deutsche Mark, and I always assumed that my colleagues earn the same what I earn, perhaps a bit more if they had worked more years than me.  Yes, and then at some point one of my colleagues told me that he earned 3500 Deutsche Mark.  I nearly fainted and said to him to repeat what he had just said.  And he said: ‘Yes, I am earning 3500 DM and what do you earn?’  And then I said:’ do you know what I earn? I earn 1600.’ ‘That is impossible!’ ‘Yes’, I said, ‘that’s what I earn.’ I was so devastated that I immediately said to myself to go to my boss and ask for more money or I quit. Then I asked to see my boss.  He asked me what it was I wanted.  I told him that I wanted a higher salary.  He to me:’ why would you want more money?’ Well, I told him, that I wanted a higher salary because I had found out that, that salaries here differed, that my colleagues were earning more money than me.  He answered: ‘that is correct, Ms G, but think about it, you have the highest salary of all women working in this company.’  I replied ‘what do you mean, the highest salary?  I am not interested in what other women earn here whether they are assistants to the CEO, or whether they treat incoming offers, whatever.  I want to be compared to my colleagues. That simple.’  He just replied, that no, that is impossible and I should realize, that it is after all the man – he said this verbatim – ‘it is the man who is the breadwinner of the family.’  Then he asked me to leave his office.  I drew my conclusions quite quickly and decided to leave the company.  And that was what I did. |"
DE_quotes,DE_Q_F_50_ID,10,0,Barbara Helfferich,6,2,2,1,2,6,1,5,3,"1960,1970,1980",4,5,4,2,5,4,5,"father,friends_of_parents,teacher,friends,peers,media,women",50,"*| 1 | “I had just started school; I was very, very proud to be a student. Before, I’d always begged to be allowed to go to school because my two elder sisters were in school; Suddenly, I was made fun of in the village, and people said: Oh, your mother is going to school again, hahaha.  Of course I did not understand at first; I went home confused ‘cause I always had thought that school was something positive. At first I thought that they were making fun of me because the car with which my mother picked me up had a sign that said ‘driving school’. But then I told people at home and noticed immediately that something was not right.  And then my mother explained to me laughingly, that she was the first woman in the village – she was in her thirties – who was taking her driver’s licence.  Of course, all the men had -  at least almost all of them – a driver’s licence because they drove the cars.  And she wanted to be more independent and have her own car.  And then I thought, why do people make fun of women or find it odd or why don’t they all have a driver’s licence like men have. I thought everybody drives a car.  And it was clear for me from the very that I was going to drive a car some day.  Yes, that was really the first time  where I started to notice that there are very clear perceptions of how somebody was supposed to be, that women do not smoke in public though these images have changed a lot over the years, but they were very present in my youth.” |"
DE_quotes,DE_Q_M_22_ID,7,0,Barbara Helfferich,6,1,6,5,5,5,0,0,3,2000,4,2,2,5,2,4,5,"father, partner,siblings,teacher,creche",22,"*| 1 | “Yes, we talked about weddings and marriage, talks which revolved around how to meet norms and expectations, but how one could nevertheless create one’s own niche. For example, when I noticed that I cannot meet the norms, when I was 16, 17, I still tthought there were ways of handling that, for example with a marriage of convenience.  I did not find that so strange then as I think I would find it today.  That came somehow from the context in which I lived; yes people then did that kind of thing; it appeared to be a practical solution.” |"
DE_quotes,DE_Q_F_33_VIO,13,0,Barbara Helfferich,6,2,1,3,0,4,0,2,1,"1990,2000",2,1,3,4,2,2,5,"friends,peers,media",33,"*| 1 | “What comes to mind is that different types of people start bothering you in the streets with different types of intensity.  That happened quite a lot when I was younger, was that there were these stupid sexualized remarks, but also other types of remarks. but I must say.. I come from the countryside where that does not happen that often. But when I moved to B. and then to K. such things started to happen quite frequently.  It happened so frequently that in the beginning, I held up my head high and paid full attention, but stopped all that later on.. That is because one walks along, says hello, but then the answer is verbal abuse or “hi sweetie,” or something along those lines.  When such things happened, I always thought, that I have to react faster, because every time I was dumbfounded and couldn’t react.  People touch you indecently in the metro filled with people and then the person jumps off and there is nothing one can do, or there is a stupid remark and nothing comes to mind to counter it.  Then I thought that I just have to think of something that was at a time when these things happened quite frequently.  I remember this one incident when I was riding a motorbike and a car stopped tight next to me.  The side window came down and I thought that it will come again and I started to scream ‘you wanker”..I was furious ‘cause I thought here it comes again, another lewd remark.  But then I looked at him because I had avoided eye contact at first.. And then he just simply asked where he could find the cinema.  And that was really embarrassing for me.  I thought that this shouldn’t be like that; that I had become like that; that I am this although I am not like that.  So I told this story to a girlfriend of mine when we went out for a drink and once again as we were about to mount my bike, there was this drunk..while I was telling the story..and this drunk asked whether he could join us on the bike.  And I thought, that ok, I am going to be friendly this time, he is only drunk.  So I tell him that it is better to take a taxi.  Then we mounted the bike and were just about to head off, he said: ‘You only want to be fucked, you cunts.’  And then I thought again that I couldn’t be prepared for something like that and that I do not want to be prepared for something like that.  I think at this point I am more quick-witted on the one hand, but on the other hand, there is a part of me, which has given up, since I don’t know.. I would like to be friendly to people and do not always want to anticipate something stupid coming my way.   And when something comes, one can swallow some of it; I just have to risk it, and if I get a lewd remark – in the best and in the worst case, I remain friendly.” |"
DE_quotes,DE_Q_F_33_PRO,11,0,Barbara Helfferich,6,2,1,3,0,4,0,2,1,"1990,2000",5,1,3,5,1,1,5,"mother,father,partner,siblings,friends,peers,media,schools,films",33,"*| 1 | In my professional experience – I am self-employed and work as a producer and movie director, among other things – I have often experienced when we were in meeting for an image film of a big company.. and their important men who run these companies.. well I am talking to them to find out what they would like to see in the movie, etc.  L. usually accompanies me – that is my colleague, who is a cameraman and in principle only responsible for the technical details.  It happens all too often that I ask a question, but the men around the table look at L., that they only talk to men.  This is reality in the business world, when I say that sth is not possible and needs to be done differently, that people around the table automatically look at L; and they seem to be thinking that he must know a more competent solution.  That drives me crazy, and I think"
DE_quotes,DE_Q_F_23_PRO,14,0,Barbara Helfferich,6,2,1,5,0,5,0,1,3,2000,5,4,3,5,4,4,5,"father, partner,siblings,teacher,creche",23,"*| 1 |  “Then I finally decided to study political science, but, I never thought about it – long time ago I had wanted to study medicine, but then it had occurred to me-  oh well, so much math, too much of physics – no, I that is not so much fun. Let it drop, and then I decided to go for this social science programme, and even then, I never thought about – during these studies – about gender differences, even though I could not help notice that the men in the programme were often more self-assured about their efforts and their presentations and so forth and that the girls were much more reflecting and perhaps did not push so much and were not so self-assured about that which they did there. Precisely, I was still stricken by this relative ignorance about the whole problematic until I worked as a stagiaire in Germany and I have to say that, especially in professional life..that women have to appear much more competent and cannot afford, not once, to make jokes, to take it easy when they are not so well prepared..” |"
DE_quotes,DE_Q_F_50_EDU,11,0,Barbara Helfferich,6,2,2,1,2,6,1,5,3,"1980,1990,2000",5,5,5,5,1,5,5,"mother,father,siblings,friends,peers",50,"*| 1 |  “And the second time, when I was in secondary school and the math teacher said to me that it was not acceptable about me, ‘cause if one couldn’t do math, one should at least have a beautiful hand writing, being a girl.  And I looked at him, with mouth agape, ‘cause neither did I want to contend myself with being bad at math, nor did I aspire to have a beautiful handwriting, just because I was a girl; I never had a beautiful writing nor had it ever been one of the goals I had set out for myself. These were the kind of markers where one was confronted with a role which everybody accepted as normal, but which were not part of oneself.” |"
DE_quotes,DE_Q_F_23_EDU,11,0,Barbara Helfferich,6,2,1,5,0,5,0,1,3,2000,5,2,3,4,3,2,5,"mother,father,grandfather,teacher,friends,media,schools,friends",23,"*| 1 | “Yes, the first story touches on the areas of education and professional life.  I have, that is, I grew up in a relatively equality oriented and emancipated family in a big city and therefore never thought about this subject.  And I also used to ridicule feminism and the gender equality movement because I never felt the movement was necessary for my own life.  Despite the fact that my parents were totally convinced, somehow I never noticed any injustices or disadvantages in daily life.  And then, something happened, I had a revealing experience; nowadays I think often about it because it did change my perspective a bit.  When I was interviewed in the context of the university entrance exam, in 2006, I was just taking the exams for my baccalaureate, they gave me text, well I had to present the text, which dealt with the differences in pay for women and men. It also dealt with access to care facilities for children in certain companies, and that many companies, given the lack of qualified personnel, create such facilities in order to attract more women.  Well, I had to present that text and then I had questions, which I had to answer.  And then one woman of the selection committee asked me:’ Yes, Ms H, why do you think that women earn less than men?’  Well, I didn’t think at all.  I just thought I have to find an answer quickly without ever having thought about it.  And then I just said:’ Well, they do not work as hard as men do.’ And the person on the committee looked at me mouth agape and said:  ‘how could you ever say a thing like that!’ But afterwards I thought about all that and determined that my statement had indeed lacked all foundation.” |"
DE_quotes,DE_Q_F_23_ID,12,0,Barbara Helfferich,6,2,1,5,0,5,0,1,3,2000,4,5,4,1,1,5,5,"mother,friends,peers,media",23,"*| 2 |  “C. and I always walked ahead. S. and R. behind us, and it was always, without exception, that people talked to C. when somebody wanted to sell something or when somebody wanted to lure us somewhere (to buy sth), and such; but nobody talked to me.   However, as soon as I stayed 5 or 10 meters behind,  on my own, yes, then they did.  But when there was a man at my side, they left me all in peace.  I found that interesting. It was then that I first thought about it, that it influences my identity even though I didn’t want to admit to it most of the time.  But, that happened outside of Germany, outside of Europe, and therefore I felt much happier, that I could leave and return to Germany and that it is not like that there in daily life. ‘Cause, yes,one hears sexist remarks and such once in a blue moon, but I always ignored it. Here in Germany – day and night – in daily life – no I don’t feel held back by it. And therefore this has not been registered so much as part of my identity.  Except for those two incidences. Yes.”  |"
DE_quotes,DE_Q_F_33_CFR,19,0,Barbara Helfferich,6,2,1,3,0,4,0,2,1,"1980,1990,2000",4,5,2,5,2,1,5,"mother,father,grandmother,friends,media,schools",33,"*| che, people will call you “Rabenmutter”. You can’t really do anything right (as a young woman) I see it very often with my friends who have children and who’ve always said they wanted to continue working and keep their freedom. But it does not happen that way; the practice is different. Even those friends where I never thought that could happen have children and stop working because, naturally, the husband is working. It is not like they tell us; that we all have equal rights.  If men take half a year off for parental leave, they are considered “kings”.  It’s absurd.  And they keep on telling me. ‘Shouldn’t you soon"
